ownership_group,PARCELID,OwnerName,TotalAcres,CountyName,OwnerAddre,OwnerAdd_1,OwnerAdd_2,OwnerCity,OwnerState,OwnerZip,match_reason,confidence,include_in_defensible_total,TaxYear,PropertyID,Assessment,PropType,DbaName,CareOfTaxp,LegalDescr,Subdivisio,project_category
ROCK CREEK CATTLE COMPANY / FOLEY,28167703105010000,RASCO TODD & CATHY,3.4,Powell,757 PAULY DR,,,DEER LODGE,MT,59722-9640,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1204406,0000205231,Improved Property,,,"ROCK CREEK CATTLE COMPANY, S03, T08 N, R10 W, Lot 31, ACRES 3.4, HOME RANCH DEV PHASE 2 SOUTH, AMENDED PLAT C-584",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167702401100000,ROY CHARLIE & SHARON TRUSTEES,3.39,Powell,1837 PORT WHEELER PL,,,NEWPORT BEACH,CA,92660-6629,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1204437,0000205362,Vacant Land,,,"ROCK CREEK CATTLE COMPANY, S02, T08 N, R10 W, Lot 62, ACRES 3.39, HOME RANCH PHASE TWO EAST PLAT LOT 62",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167711101010000,BURZYNSKI MARK A,3.38,Powell,1735 FOREST PARK DR,,,BILLINGS,MT,59102-7950,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1204311,0000205375,Vacant Land,,,"ROCK CREEK CATTLE COMPANY, S11, T08 N, R10 W, Lot 75, ACRES 3.38, HOME RANCH DEV, PHASE 2 EAST, PLAT C-580",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167703401050000,EHIKIAN FAMILY REVOCABLE INTER VIVOS TRUST,3.37,Powell,296 ATHERTON AVE,,,ATHERTON,CA,94027-5437,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1204399,0000205224,Improved Property,,EHIKIAN BRADLEY R TRUSTEE,"ROCK CREEK CATTLE COMPANY, S03, T08 N, R10 W, Lot 24, ACRES 3.37, PLAT C-583,  HOME RANCH DEV PHASE 2 SOUTH",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,07396714301020000,FOLEY ROGER & STACY J,3.28,Flathead,101 MANY LAKES DR,,,KALISPELL,MT,59901-8390,owner-name keyword: FOLEY; Foley surname/RCCC token without entity or address corroboration,unrelated,False,2026,1637006,0000510892,Improved Property,,,"MANY LAKES SUB, S14, T28 N, R20 W, Lot 2, ACRES 3.28",MANY LAKES SUB,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167704401180000,STIVERS MATTHEW & SARAH TRUSTEES OF THE STIVERS FAMILY TRUST,3.26,Powell,2331 GILBERT AVE,,,MISSOULA,MT,59802-3502,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1601513,0000206075,Vacant Land,,,"ROCK CREEK CATTLE COMPANY, S04, T08 N, R10 W, Lot 4, ACRES 3.26, HOME RANCH DEV PH 6 PER PLAT C-636",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,10044910101010000,GROVE KENNETH D & FOLEY ELIZABETH A (RLE),3.23,Carbon,1 DERUDDER RD,,,BRIDGER,MT,59014-9572,owner-name keyword: FOLEY; Foley surname/RCCC token without entity or address corroboration,unrelated,False,2026,45021,0001415202,Improved Property,,,"S10, T06 S, R23 E, TR A COS 1174 2ND AM",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,03113427211050000,"FOLEY, JAMES R",3.16,Yellowstone,5002 MCINTYRE DR,,,BILLINGS,MT,59105-5022,owner-name keyword: FOLEY; Foley surname/RCCC token without entity or address corroboration,unrelated,False,2026,257878,000D076230,Improved Property,,,"S27, T02 N, R27 E, C.O.S. 1129, PARCEL 6",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167702401050000,REEDY CHRISTOPHER J & BRIGITTE TRUSTEES,3.14,Powell,404 DRY GULCH WAY,,,DEER LODGE,MT,59722,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1204436,0000205361,Improved Property,,,"ROCK CREEK CATTLE COMPANY, S02, T08 N, R10 W, Lot 61, ACRES 3.14, HOME RANCH PHASE TWO EAST PLAT C-580",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167710201150000,CRONENBOLD DAVID TRUSTEE &,3.02,Powell,763 HOT SPRINGS ROAD,,,SANTA BARBARA,CA,91308,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1456066,0000206057,Vacant Land,,,"ROCK CREEK CATTLE COMPANY, S10, T08 N, R10 W, Lot 22A, ACRES 3.02, PER PLAT C-633",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167703201160000,HAMMETT ROBERT L & HILARY J,3.01,Powell,1621 E WESTMINSTER LN,,,SPOKANE,WA,99223-6710,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1601155,0000206046,Vacant Land,,,"ROCK CREEK CATTLE COMPANY, S03, T08 N, R10 W, Lot 3A, ACRES 3.01, PER PLAT C-630",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167703201120000,WHITE STEWART & MICHELE,2.99,Powell,3626 ROCKCREEK RD,,,SANTA BARBARA,CA,93105-2559,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1601157,0000206047,Improved Property,,,"ROCK CREEK CATTLE COMPANY, S03, T08 N, R10 W, Lot 5A, ACRES 2.99, PER PLAT C-630",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,51168708401030000,FOLEY STEPHEN M & KELLEY M,2.89,Jefferson,61 BRANFORD DR UNIT B,,,GALLATIN GATEWAY,MT,59730-1534,owner-name keyword: FOLEY; Foley surname/RCCC token without entity or address corroboration,unrelated,False,2026,1619221,00000A5507,Vacant Land,,,"S08, T08 N, R03 W, C.O.S. 284984 F1135A, PARCEL A1-A2, ACRES 2.89",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,51168708401130000,FOLEY KEITH A CUSTODIAN FOR FOLEY KAMDYN,2.86,Jefferson,24 SHINGLE BUTTE RD,,,CLANCY,MT,59634-9667,owner-name keyword: FOLEY; Foley surname/RCCC token without entity or address corroboration,unrelated,False,2026,1619226,00000A5512,Vacant Land,,,"S08, T08 N, R03 W, C.O.S. 284984 F1135A, PARCEL A1-A7, ACRES 2.86",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167710201250000,GREALISH JOSEPH W & KATHERINE T,2.86,Powell,1103 CANDLELIGHT LN,,,HOUSTON,TX,77018-2005,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1631061,0000706736,Improved Property,,,"ROCK CREEK CATTLE COMPANY, S10, T08 N, R10 W, Lot 1, ACRES 2.86, HOME RANCH DEVELOPMENT PHASE 3B, PLAT C-657",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,51168708401090000,FOLEY KEITH A CUSTODIAN FOR FOLEY GRAYSEN,2.85,Jefferson,24 SHINGLE BUTTE RD,,,CLANCY,MT,59634-9667,owner-name keyword: FOLEY; Foley surname/RCCC token without entity or address corroboration,unrelated,False,2026,1619224,00000A5510,Vacant Land,,,"S08, T08 N, R03 W, C.O.S. 284984 F1135A, PARCEL A1-A5, ACRES 2.85",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,51168708401070000,FOLEY KEITH A CUSTODIAN FOR FOLEY KENDALL,2.85,Jefferson,24 SHINGLE BUTTE RD,,,CLANCY,MT,59634-9667,owner-name keyword: FOLEY; Foley surname/RCCC token without entity or address corroboration,unrelated,False,2026,1619223,00000A5509,Vacant Land,,,"S08, T08 N, R03 W, C.O.S. 284984 F1135A, PARCEL A1-A4, ACRES 2.85",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,51168708401050000,FOLEY PATRICIA,2.81,Jefferson,3044 ARENDELLE DR,,,E HELENA,MT,59635,owner-name keyword: FOLEY; Foley surname/RCCC token without entity or address corroboration,unrelated,False,2026,1619222,00000A5508,Vacant Land,,,"S08, T08 N, R03 W, C.O.S. 284984 F1135A, PARCEL A1-A3, ACRES 2.81",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167703201180000,HAMMETT ROBERT L & HILARY J,2.8,Powell,1621 E WESTMINSTER LN,,,SPOKANE,WA,99223-6710,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1601156,0000206045,Improved Property,,,"ROCK CREEK CATTLE COMPANY, S03, T08 N, R10 W, Lot 4A, ACRES 2.8, PER PLAT C-630",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167702401010000,PATTERSON WILLIAM R III & TIFFANI,2.6,Powell,5804 SUMMERFIELD DR,,,TEXARKANA,TX,75503-4305,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1204435,0000205360,Improved Property,,,"ROCK CREEK CATTLE COMPANY, S02, T08 N, R10 W, Lot 60, ACRES 2.6, HOME RANCH PHASE TWO EAST AMENDED PLAT C-591",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167704401200000,CRONENBOLD DAVID & DEIDRE TRUSTEES OF THE CRONENBOLD FAMILY TRUST,2.59,Powell,763 HOT SPRINGS RD,,,SANTA BARBARA,CA,93108-1106,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1601512,0000206074,Vacant Land,,,"ROCK CREEK CATTLE COMPANY, S04, T08 N, R10 W, Lot 5, ACRES 2.59, HOME RANCH DEV PH 6 PER PLAT C-636",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,51168616201050000,FOLEY MICHAEL I & JANELL K,2.59,Jefferson,8418 N MONTANA AVE,,,HELENA,MT,59602-8320,owner-name keyword: FOLEY; Foley surname/RCCC token without entity or address corroboration,unrelated,False,2026,1100204,0000005337,Improved Property,,,"S16, T08 N, R04 W, ACRES 2.59, M&B TRACT PER BK.101-PG.28, IN E2NW4",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167703105050000,BELLE STARR RANCH LLC,2.54,Powell,400 E BROOKLYN VILLAGE AVE UNIT 1411,,,CHARLOTTE,NC,28202-3631,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1204407,0000205232,Improved Property,,,"ROCK CREEK CATTLE COMPANY, S03, T08 N, R10 W, Lot 32, ACRES 2.54, HOME RANCH DEV PHASE 2 SOUTH, AMENDED PLAT C-584",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167703105100000,BAIZE BRIAN & TOBI,2.53,Powell,203 E HIGHLAND DR UNIT A,,,BOERNE,TX,78006-2664,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1204382,0000205233,Vacant Land,,,"ROCK CREEK CATTLE COMPANY, S03, T08 N, R10 W, Lot 33, ACRES 2.53, HOME RANCH DEV PHASE 2 SOUTH, AMENDED PLAT C-584",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,05188636301170000,FOLEY AMBER J & JONATHON R,2.454,Lewis and Clark,2541 KAIN QUARRY DR,,,HELENA,MT,59601-6631,owner-name keyword: FOLEY; Foley surname/RCCC token without entity or address corroboration,unrelated,False,2026,511817,0000008357,Improved Property,,,"S36, T10 N, R05 W, C.O.S. 283533, ACRES 2.454, M&B TRACT, IN NW4SW4",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167710206010000,STAVERT RONALD W TRUSTEE,2.43,Powell,2984 LAKERIDGE DR,,,LOS ANGELES,CA,90068-1808,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1456061,0000706497,Vacant Land,,,"ROCK CREEK CATTLE COMPANY, S10, T08 N, R10 W, Lot 15, ACRES 2.43, HOME RANCH DEV, PHASE 3, PLAT C-593",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167704401220000,CRONENBOLD DAVID & DEIDRE TRUSTEES,2.41,Powell,763 HOT SPRINGS RD,,,SANTA BARBARA,CA,93108-1106,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1601511,0000206073,Vacant Land,,,"ROCK CREEK CATTLE COMPANY, S04, T08 N, R10 W, Lot 6, ACRES 2.41, HOME RANCH DEV PH 6 PER PLAT C-636",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167703105150000,MARINE RAYMOND P TRUSTEE,2.39,Powell,20542 AMAPOLA AVE,,,ORANGE,CA,92869-2209,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1204409,0000205234,Improved Property,,,"ROCK CREEK CATTLE COMPANY, S03, T08 N, R10 W, Lot 34, ACRES 2.39, HOME RANCH DEV PHASE 2 SOUTH, AMENDED PLAT C-584",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,51168616201100000,FOLEY MICHAEL I & JANELL K,2.36,Jefferson,8418 N MONTANA AVE,,,HELENA,MT,59602-8320,owner-name keyword: FOLEY; Foley surname/RCCC token without entity or address corroboration,unrelated,False,2026,1101400,0000006093,Vacant Land,,,"S16, T08 N, R04 W, ACRES 2.36, M&B TRACT PER BK.105-PG.437, IN NE4NW4",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,01109514301550000,FOLEY TOM & ERIN,2.34,Silver Bow,546 WHISPER RIDGE RD,,,BUTTE,MT,59701-7671,owner-name keyword: FOLEY; Foley surname/RCCC token without entity or address corroboration,unrelated,False,2026,1476573,0002783430,Improved Property,,,"HOMESTAKE MEADOWS PHASE 2 SUB, S14, T02 N, R07 W, Lot 34, PLAT 301-B",HOMESTAKE MEADOWS PHASE 2 SUB,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167703103010000,PATTERSON 2011 TRUST,2.31,Powell,15 OAKRIDGE CIR,,,TEXARKANA,TX,75503-1709,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1204394,0000205220,Improved Property,,PATTERSON C CARY TRUSTEE,"ROCK CREEK CATTLE COMPANY, S03, T08 N, R10 W, Lot 20, ACRES 2.31, HOME RANCH DEV PHASE 2 SOUTH, AMENDED PLAT C-584",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,05199424302280000,FOLEY KEVIN P & JENNIFER M,2.29,Lewis and Clark,4537 DE SILVA ST,,,FREMONT,CA,94538-2506,owner-name keyword: FOLEY; Foley surname/RCCC token without entity or address corroboration,unrelated,False,2026,535622,0000037629,Improved Property,,,"LAZY JC ACRES MINOR SUBD, S24, T11 N, R04 W, Lot A1B, COS #3058824, IN SW4SW4",LAZY JC ACRES MINOR SUBD,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167709103100000,KOPARANYAN ONIK NICK & JOHANNA,2.2,Powell,26483 W 111TH TER,,,OLATHE,KS,66061-8436,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1623422,0000706549,Vacant Land,,,"ROCK CREEK CATTLE COMPANY HOME RANCH DEVELOPMENT PHASE 3A, S09, T08 N, R10 W, Lot 4, ACRES 2.2, PLAT C-647",ROCK CREEK CATTLE COMPANY HOME RANCH DEVELOPMENT PHASE 3A,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167703401270000,PLATT PETER J & KAREN ANNE TRUSTEES,2.17,Powell,10447 E PALO BREA DR,,,SCOTTSDALE,AZ,85262-3333,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1204388,0000205245,Improved Property,,,"ROCK CREEK CATTLE COMPANY, S03, T08 N, R10 W, Lot 45A, ACRES 2.17, PLAT C-643",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,56492714101030000,FOLEY CHRISTOPHER JAY & SARAH AUGUSTA,2.06,Lincoln,5900 WEST KOOTENAI RD,,,REXFORD,MT,59930-9408,owner-name keyword: FOLEY; Foley surname/RCCC token without entity or address corroboration,unrelated,False,2026,1498439,0000055720,Improved Property,,,"S14, T37 N, R28 W, C.O.S. 4069, PARCEL B, ACRES 2.06",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,01109510301260000,FOLEY BRYCE KYLE & TAYOR MAE,2.05,Silver Bow,25 AMERICAN DR,,,BUTTE,MT,59701-7139,owner-name keyword: FOLEY; Foley surname/RCCC token without entity or address corroboration,unrelated,False,2026,1470429,0002782490,Improved Property,,,"BUFFALO ESTATES PHASE 1, S10, T02 N, R07 W, Lot 26",BUFFALO ESTATES PHASE 1,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,06069810404010000,FOLEY SUSAN L,2.0,Gallatin,532 PEMBLE DR,,,COLUMBIA FALLS,MT,59912-9297,owner-name keyword: FOLEY; Foley surname/RCCC token without entity or address corroboration,unrelated,False,2026,624892,00RHG13460,Improved Property,,,"HYALITE FOOTHILLS SUB 1, S10, T03 S, R05 E, Lot 23, ACRES 2, PLAT J-3",HYALITE FOOTHILLS SUB 1,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,03092707477010000,"JAY FOLEY PROPERTIES, L.L.C.",2.0,Yellowstone,2612 CASTLE PINES CIRCLE,,,BILLINGS,MT,59101-3200,owner-name keyword: FOLEY; Foley surname/RCCC token without entity or address corroboration,unrelated,False,2026,222042,000A291830,Improved Property,,,"TRILLIUM SUBD, S07, T01 S, R26 E, BLOCK 2, Lot 2A, AMND  (99)",TRILLIUM SUBD,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167704401240000,PRYGOCKI MARK A TRUSTEE,1.87,Powell,80 N BIGHORN RD,,,DEER LODGE,MT,59722,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1601510,0000206072,Improved Property,,,"ROCK CREEK CATTLE COMPANY, S04, T08 N, R10 W, Lot 7, ACRES 1.87, HOME RANCH DEV PH 6 PER PLAT C-636",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,56482317201130000,FOLEY DWIGHT & TRACY,1.828,Lincoln,PO  BOX 57,,TURNER VALLEY AB,,,,owner-name keyword: FOLEY; Foley surname/RCCC token without entity or address corroboration,unrelated,False,2026,1485089,0000055644,Improved Property,,,"KIOWA HILL PH 1, S17, T36 N, R27 W, Lot 8, ACRES 1.828, PM 7057",KIOWA HILL PH 1,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167709101250000,TOPP JASON J TRUSTEE,1.82,Powell,204 39TH ST,,,MISSOULA,MT,59803-2213,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1456082,0000206228,Improved Property,,,"ROCK CREEK CATTLE COMPANY, S09, T08 N, R10 W, Lot 27, ACRES 1.82, HOME RANCH DEV, PHASE 3, PLAT C-593",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,47141006302070000,FOLEY BRUCE L,1.78,Meagher,711 N YELLOWSTONE ST,,,LIVINGSTON,MT,59047-1942,owner-name keyword: FOLEY; Foley surname/RCCC token without entity or address corroboration,unrelated,False,2026,1263852,0000000625,Improved Property,,,"SMITH CREEK CABIN SITES, S06, T05 N, R10 E, Lot 23, ACRES 1.78",SMITH CREEK CABIN SITES,Rock Creek Cattle Company / Foley
